"","shrJ0571","J0571","shrJ0571.BLJ","shrJ0571.JKD","shrJ0571.MGP","shrJ0571.NUC","shrJ0571.IME","shrJ0571.SCR","Average_Cortex","Average_Ground_Tissue","SCRdomain","CORE","GT_Asymmetric_Division_CYC","Quiescent_Center_AGL42","Average_LRC_and_Epidermis_II","Epidermis_gl2","LRC_Epidermis_WER","LRC_J3411","Columella_pet111","Stele_wol","Xylem_J2501","Xylem_S4","Xylem_S18","Average_xylem","Phloem_APL","Phloem_S32","Phloem_SUC2","Average_phloem","Pericycle_S17","JO121","Average_pericycle","X"
"AT1G24180",9.652461986,7.765972575,9.829824677,9.127620178,8.817270341,10.34133181,10.09242122,7.84363142,12.06954459,9.163399282,8.951570721,12.17354997,7.367210345,4.585127181,7.180991788,6.004716101,10.45899812,5.079261143,8.160382565,6.687854373,2.872799808,10.6330601,9.766879426,7.757579778,7.540612796,4.566791919,8.744743756,6.950716157,10.07331402,7.756031711,9.929670003,NA
"AT1G24100",3.393979214,2.336481178,2.445868148,2.245595596,3.226093162,3.779736757,3.207351213,2.424371582,6.167014952,5.326805481,4.067251245,5.401462832,4.140051811,10.56305422,1.331853802,1.080126208,1.457827518,1.457607682,2.412059482,1.847150587,1.291754202,2.199296804,3.663552974,2.384867993,6.456626583,3.664603283,6.955902803,5.692377556,18.21171133,2.981757482,11.73184824,NA
"AT2G17390",10.62709733,7.322588245,9.339129422,6.842813953,9.145435549,8.289691398,9.600740081,5.860452198,11.39555466,8.92999824,7.519722277,13.87222722,13.56011593,7.953740481,6.17496542,6.334583351,8.428688231,3.761624677,7.123667763,5.072300025,4.202944266,15.2870236,6.829705934,8.773224599,12.06747844,14.31710842,7.855619456,11.4134021,9.590430857,6.622160736,8.016330271,NA
"AT2G17410",3.189654143,2.099634224,2.738030253,1.877101093,3.182132484,2.400859261,2.875773265,2.162426953,2.710853625,2.288228329,2.181228684,3.075058915,4.553349395,3.810623613,2.251404023,2.095709092,2.842262352,1.816240624,4.066888843,2.177308592,1.933498071,6.237142875,2.108759341,3.426466763,2.222071864,2.654331838,2.373204322,2.416536008,2.813263965,2.019250518,2.475655215,NA
"AT1G61260",0.944244953,1.012782311,0.818351299,1.127315584,0.869298973,1.341005791,0.980972519,1.092754907,1.634179186,1.935590232,0.939289219,1.972617264,1.219687934,0.840875689,0.664541479,0.668398334,0.539904804,0.785321298,0.930260204,1.299628452,0.998344359,2.420026814,3.374293854,2.264221676,2.825071441,3.038968653,1.562335759,2.475458618,3.340081587,1.42195119,2.438627291,NA
"AT1G23040",3.318373693,2.266761768,3.654874834,3.569739357,3.134941622,4.1004935,4.827230072,3.383553193,5.864453369,4.851301569,4.742149,6.310540964,1.667239257,1.744814904,2.091093096,1.567894932,2.68136849,2.024015868,7.699781045,3.239218751,2.872043385,5.408750475,15.94472865,8.075174171,4.199039844,3.662309061,4.824510029,4.228619645,3.87928742,1.899397991,2.883445221,NA
"AT1G23220",2.390107598,1.528071366,2.468329216,1.326451811,2.402769241,1.886580286,2.353914335,1.358082424,1.522120378,1.360559601,1.158823657,1.787939104,2.917697719,2.339642428,1.249141486,1.074203548,1.306289062,1.366931847,2.877955521,1.217869903,0.999906898,1.55505003,0.638939626,1.064632185,1.427711641,2.165558685,1.827076544,1.80678229,1.86399609,1.236678376,1.73420978,NA
"AT1G23205",1.87298438,2.194567031,1.979631699,1.424609022,1.328454006,1.447832031,0.913911071,1.343521276,1.19948153,1.578070271,1.135129952,1.502298768,0.788050023,0.643674494,0.632679431,0.689243261,0.515116216,0.693678815,0.575208214,1.241151579,0.873628872,0.581458311,0.748490212,0.734525798,0.967143812,0.888785125,1.008545978,0.954824972,1.938331114,1.843361143,1.704836636,NA
"AT1G23060",1.553699761,1.292177038,2.060348799,1.713532486,1.706133649,1.374505942,1.662210378,1.224060877,3.10370983,1.679884404,0.94976601,3.280966145,0.924433948,0.772839968,1.039007081,0.900364194,1.423222418,0.793434632,0.573556861,0.752775855,0.661862421,0.391761275,0.488136402,0.513920033,0.636620657,0.541627362,0.742704603,0.640317541,0.435216482,0.584298449,0.524419885,NA
"AT1G23190",7.156380679,9.246666175,8.866155337,9.685501782,8.388192474,10.80750038,10.92341333,7.635444886,15.42739866,11.55584939,12.29377602,13.71700136,10.33463301,8.024557074,9.590239621,8.274931423,12.65943721,7.83635023,28.5277159,9.501775872,8.652882498,22.96554545,33.32488567,21.64777121,10.33498439,9.098745854,10.60438538,10.01270521,8.983973095,6.24857036,9.648954945,NA
"AT2G17280",0.90293752,1.22766634,1.1928201,1.230497139,0.819100997,0.885834535,0.93103008,1.02728126,0.990721819,1.228806028,1.849194018,0.598666316,0.958954945,1.99377678,6.602536633,6.955398054,7.522855356,5.329356489,12.96625889,1.937796852,1.338671423,0.70888428,0.977614878,1.008390193,2.50086353,0.976793044,2.211857936,1.896504837,0.796938631,0.957051898,1.148051859,NA
"AT2G17440",2.564906546,2.124235814,2.442250634,2.514733876,1.501902418,2.070984056,2.09141559,2.840089684,4.409218917,2.699216997,1.321837133,3.750718715,1.091213012,3.091529922,1.979339863,1.531716291,3.031996605,1.374306692,2.390097925,1.310488574,0.894965392,1.958056808,1.935443761,1.59615532,2.623823396,1.083792177,3.118189295,2.275268289,3.116421347,1.129868569,1.974650649,NA
"AT2G17300",1.18048604,1.602973354,0.840920524,1.275973964,1.354994165,1.631699215,1.16872778,1.304910082,2.143388972,1.374131863,0.873321162,2.156953139,0.7445091,0.60462396,1.058980824,0.748151876,1.439180372,0.989610223,0.845102697,0.890179089,1.05849038,0.783706396,2.298030635,1.380075804,1.247270936,1.753772783,0.646826387,1.215956702,0.577406113,0.848286267,0.845778351,NA
"AT1G61100",1.783726276,2.299011635,2.047306186,2.225331843,1.894599571,2.734473297,2.486052636,2.141916185,3.565001406,2.204640022,1.523204262,2.205685472,1.365764341,1.516026255,1.880838729,1.20035683,3.190040626,1.252118732,2.172199354,1.099157398,1.084513306,2.191514349,2.053274004,1.776433886,2.766892401,2.645346035,1.811460238,2.407899558,1.869308211,1.57602648,1.659058089,NA
"AT1G60690",0.974680974,1.131828876,0.938635895,0.80432249,0.959664507,0.961483523,1.072075554,0.855715506,0.816773882,2.239083637,1.699361701,0.924293899,0.812384728,0.984081603,0.715840988,0.786231868,0.601145822,0.760145275,0.669331471,1.030138452,0.934181349,0.807499631,0.635368786,0.792349922,0.793370033,0.888356169,0.732558185,0.804761462,0.916300503,0.926526122,0.962841164,NA
"AT1G60750",2.163229031,1.412698173,1.694338795,1.813532907,1.1858793,1.66376018,2.07726196,4.012180316,2.233422547,2.273966125,3.193370888,3.758785792,0.622825144,0.789108641,0.600590118,0.636711476,0.466032127,0.699026751,0.554722666,1.159579829,0.721808373,0.454360035,0.655168874,0.610445761,0.943302508,0.808607796,1.101720245,0.951210183,1.860132632,0.840082977,1.154293212,NA
"AT1G60770",3.255162192,2.047034591,2.81839115,1.487059655,3.287754201,1.980088669,2.570230831,1.522362775,1.012475868,1.199087717,1.310192621,1.113964309,3.199590762,1.581187178,2.577039267,2.322933693,3.715587538,1.692596571,1.172359868,1.66902421,1.145628962,3.366499176,0.557029566,1.689719235,0.866631991,0.687425874,1.256516165,0.93685801,0.723605674,1.543435624,1.13818522,NA
"AT1G60780",6.042122842,6.915700665,6.490183539,5.314222244,6.09539766,6.663303939,6.039960308,4.489177284,7.981121476,5.918705152,5.668207153,6.622780872,6.52027113,6.182798168,6.460310104,4.321025807,11.1794799,3.880424601,7.34988926,3.914337726,3.828201819,15.44378821,16.34640472,11.87279825,5.16155152,5.383915868,4.718710478,5.088059289,3.927792391,4.87482857,4.507063446,NA
"AT1G60810",6.580941191,3.955319644,4.203442682,5.002550233,8.253692488,5.288815115,3.545859974,3.669524007,9.904765702,6.844333335,4.71294054,8.430968366,9.113078687,5.813063049,5.753155481,5.000722661,8.464853398,3.793890384,6.653967324,4.646211284,5.810086119,22.13139334,52.19152598,26.71100181,10.85693667,12.95239987,5.068710475,9.626015671,2.188063023,2.842517556,2.749045759,NA
"AT1G60650",1.896248324,1.248268576,1.873492874,1.033067187,1.719782218,1.306432492,1.592754185,1.109777297,1.394314703,1.281648449,1.213376047,1.650564086,2.453682594,1.806629545,1.401671596,1.392702133,1.70389385,1.108418804,1.608819516,1.224425355,1.592021986,2.943212773,0.864332106,1.799855622,1.107319975,0.965262188,1.536835344,1.203139169,1.584524359,1.548997016,1.578283044,NA
"AT1G60660",4.155198184,3.376813521,4.220602469,1.995870844,3.792100293,2.711323562,3.434491391,1.75463237,2.510997733,2.647545905,2.678861151,1.908036144,4.219512773,1.884623725,2.817639616,2.698025335,4.003803455,1.751090058,1.343632482,1.966217242,2.50531392,5.702307836,1.348896259,3.185506005,2.031476635,2.451595089,2.290854232,2.257975318,2.008265071,1.734605465,1.895843043,NA
"AT1G60490",1.567392449,1.084282394,1.728943412,1.660803931,1.816453306,2.001432155,1.342092314,1.644625127,2.310259297,2.023455631,1.847878687,2.029139777,1.526892208,2.54139375,1.625330521,1.540791238,1.986781973,1.348418354,2.948945122,1.737333156,1.030490903,3.019021945,3.578716967,2.542743271,2.450034228,2.542221564,2.37230334,2.454853044,2.940087395,1.097136988,1.926733862,NA
"AT1G60710",5.98308603,4.424895094,8.676499407,5.394071776,4.858429617,9.553480565,10.40099189,5.595367846,8.936870033,7.511570015,3.905327887,12.57104863,2.106134877,2.414925409,1.052454912,1.344648454,0.808315137,1.004401146,3.085797754,5.805379054,2.856275398,2.776543381,3.667066739,3.099961839,5.004098378,3.40997095,6.026337026,4.813468785,12.21024932,8.690678025,11.11247322,NA
"AT1G60800",1.199942803,1.57529782,1.202840903,0.919647779,1.359738077,1.399704929,1.480946405,0.986173431,0.867394198,1.472646901,1.324041881,0.786420868,1.419233333,1.346711375,0.571517506,0.588524998,0.51867736,0.607350162,0.946715443,1.047176634,0.87538021,1.425839456,1.060378982,1.120532883,0.958181303,1.102914589,1.073016479,1.044704124,1.463631989,0.981490547,1.170598398,NA
"AT1G61240",0.941414566,3.200213119,1.247186754,0.82519038,1.026594113,1.281249321,1.54649469,0.984028144,0.751919425,3.608426409,1.201022034,0.872985932,1.202715728,2.263476693,0.721697319,0.764156358,0.652655843,0.748279758,0.598933797,1.519291032,0.883340928,1.083619625,0.759776839,0.908912464,0.956879085,1.145705324,0.792717892,0.965100767,0.87887352,0.871839434,0.875269834,NA
"AT1G61150",2.294352949,1.849794045,2.628049886,1.886584976,2.190040288,2.001670673,1.840661354,1.716789413,2.012851608,1.70337126,1.599265053,1.9994082,1.52145646,1.705362171,1.901583804,1.789734713,2.616329154,1.298687545,1.790821322,1.601119613,1.133647475,2.055252858,1.749871503,1.646257279,1.939005409,1.665231514,1.921059419,1.841765447,1.443942189,1.120050884,1.309246612,NA
"AT1G61140",2.076171492,3.557327068,2.581451987,2.675316779,2.309097494,3.911955206,3.348474436,3.553883641,5.044297114,4.776613859,4.05972862,5.989886886,1.880857917,3.092407459,1.43059753,1.350236709,1.289274196,1.652281685,4.457422307,2.080073602,1.458187186,2.404826781,4.386626738,2.749880235,6.15649861,5.579196381,4.918964781,5.551553257,5.547775362,2.342706443,4.031348003,NA
"AT1G60610",1.450607785,1.573738968,1.307955887,1.063370728,1.56229203,1.17524293,1.462941058,1.239464425,1.625439932,2.506216704,2.431719167,1.840019125,2.138378785,4.868789967,1.368030425,1.397951987,1.226827608,1.479311681,2.692615062,1.417736002,1.265705181,1.684614931,1.328382065,1.426234059,2.299306496,2.721896918,1.841342248,2.28751522,4.448067855,1.319256713,2.866139605,NA
"AT1G76940",1.432431597,1.474867264,1.640803005,1.077626652,1.320806048,1.293821211,1.472640043,1.092182696,1.616361859,1.577996505,2.058290048,1.427992908,1.117421889,1.674821412,1.574090272,1.434953195,1.842119267,1.445198356,2.141095835,1.398875732,1.156745016,2.158208298,2.199763109,1.838238808,1.297141333,1.099808301,1.475581493,1.290843709,1.954133047,1.485222872,1.737384578,NA
"AT1G76900",1.729435236,2.16160742,1.75724688,1.708569344,1.28105045,2.258254504,2.109238333,1.999165365,4.856102519,4.075385443,3.751993614,5.074302505,2.667800527,4.769091658,2.135904608,1.793947282,2.803458519,1.810308023,1.289961866,2.361374381,1.664417524,6.317072653,11.0836827,6.355057625,8.405463268,8.299898625,5.394905218,7.366755704,5.495849934,2.30944408,4.426872102,NA
"AT1G76920",2.260777196,2.154102205,3.012402858,1.82522935,2.132582041,2.439151898,3.021915424,1.845487013,4.982899734,3.567387198,2.748057687,5.421708051,2.656708195,2.575872635,1.846280591,1.535237782,2.548340249,1.45526374,2.927335189,1.875426063,1.24595417,4.285169726,3.992693423,3.174605773,3.251703478,2.594655166,2.950461268,2.932273304,4.870478905,1.480903947,2.947004473,NA
"AT1G76990",4.117879091,1.914523898,4.848669886,2.636996118,2.358180152,3.295638804,3.545743017,2.944206815,7.445227087,4.321841974,1.669248411,10.15977051,1.19791373,1.537870515,0.876007718,0.723740748,1.207594603,0.696687803,0.701266711,1.840313224,0.932440152,1.379125955,0.896077282,1.069214463,2.912365519,1.398003813,4.24605571,2.852141681,10.50366911,2.929501139,6.736625771,NA
"AT1G76950",0.896640719,1.10085255,0.941175561,1.04621857,0.890089124,0.958030823,0.974236463,1.057533322,1.037622273,1.098970523,1.120775044,0.789537274,0.827850475,1.176897623,1.230835096,1.010121544,1.388259295,1.294124449,2.735974008,1.13071323,0.944922657,1.503887874,1.163782275,1.204197602,0.87154483,1.190833903,0.792424133,0.951600955,0.991184351,1.15310267,1.035742558,NA
"AT1G67250",10.19341324,9.584261859,10.8426457,7.973264501,11.3373975,9.013323028,10.57960963,5.999993795,8.328792523,7.642203311,9.141396269,8.373514577,10.04822752,8.530300669,10.81353231,11.89372056,14.29634865,6.250527717,6.742821059,9.279010848,9.807868099,14.42508221,11.39950137,11.87748389,9.503210785,15.56295601,7.67464695,10.91360458,3.492224408,5.2623554,4.523562406,NA
"AT1G67360",4.664605177,4.743053173,3.644300194,1.950598033,5.747445972,6.518753877,3.307629842,2.422917388,9.916681649,7.868587477,7.436437818,12.40321576,5.578714532,4.04693141,3.492784261,3.990407504,4.005031929,2.48291335,5.661808956,5.150120145,3.245565928,10.57207068,11.11219192,8.309942842,9.130641959,12.41253863,6.433059923,9.325413505,9.214681431,5.319104769,7.68808327,NA
"AT1G67320",1.507204839,1.304021447,1.487040009,0.930181551,1.280457212,1.046398598,1.231678097,0.947710496,1.132461494,1.155251632,1.224742751,1.152334642,3.009386364,2.431335718,1.287991112,1.301243521,1.476370599,1.086359217,2.246366896,1.319249708,1.39096434,3.28932547,0.893256787,1.857848866,0.942874102,1.406532973,1.164399131,1.171268735,1.030378277,1.379234899,1.494491411,NA
"AT1G67280",2.341460959,1.283716462,2.850382222,1.436185306,2.218310236,1.996396007,1.916565936,1.478383767,3.148722966,2.247985228,1.799590253,3.033902205,2.255645233,2.149865661,1.358112927,1.285335314,1.55649958,1.232503886,2.402379907,1.356441751,1.184084066,2.396874657,1.518981093,1.699979938,2.554182785,1.565685658,3.112465795,2.410778079,3.882123986,1.368901306,2.526328846,NA
"AT1G27090",7.010057922,3.323912354,6.233909989,2.427267888,6.004122484,3.80213322,4.464708553,2.692275069,1.395380302,1.724102893,1.88744073,1.403178104,2.681140952,1.702765564,3.957116063,2.865290036,6.806888561,2.199169594,2.731041412,2.494784952,1.541783416,3.621127993,0.766201708,1.976371039,1.016941713,0.834602811,1.312926623,1.054823715,1.863661539,1.80641383,1.811783657,NA
"AT1G27190",2.232489691,1.935480657,2.249671199,1.845877796,2.572663982,2.09724355,2.028420074,1.497346506,2.310542593,1.836858769,1.752256682,1.406520956,2.433575263,1.732061532,2.081387164,1.79525133,3.069725243,1.37918492,1.621997407,1.430431967,1.277589644,4.041587632,1.721158167,2.346778481,1.421613616,1.141769465,1.349407601,1.304263561,1.867244293,1.326787702,1.677224851,NA
"AT1G27000",4.954794767,3.259727076,5.270858072,3.612879808,4.023192847,4.64996287,5.159487764,3.903014883,5.211808639,3.841644114,3.540644242,6.551520549,3.462406375,3.031273206,3.551525079,2.962253392,5.19781532,2.494506525,4.593718583,3.383005656,1.578776108,4.213514182,4.140825537,3.311038609,2.774761212,2.242979875,4.380155364,3.13263215,4.651760546,2.416076933,3.691133661,NA
"AT1G27150",2.124451428,1.120213605,1.871767004,1.255958404,1.907751279,1.756282313,1.767554482,1.411268795,2.914866578,2.1422526,1.719308498,3.391660218,1.687516258,2.303309277,0.941418235,1.035329305,0.956452701,0.8324727,2.12725289,1.197578259,1.105952136,1.666535139,0.717786032,1.163424436,1.602718003,1.442810578,1.798359083,1.614629221,3.574860708,1.463287214,3.340777292,NA
"AT1G27130",3.106172788,3.557336415,1.679778054,2.294495242,3.053334863,2.501654112,1.8648635,2.293632594,7.740766728,7.558486876,6.034771074,9.061068146,6.674120592,7.167887465,5.202950372,5.334417974,7.054824525,3.219608618,5.444871785,6.37621174,6.106598502,11.34991017,4.497325509,7.317944728,9.423704441,9.957293647,11.64717623,10.34272477,19.53192477,7.78590582,14.29923061,NA
"AT1G27030",2.951425098,3.212744499,2.042949047,3.349792562,1.972842485,6.691651214,3.991338682,2.960247241,9.040341908,6.841987338,4.386268722,9.005403521,1.62928436,0.787682395,0.531336089,0.565891621,0.470568905,0.557547741,0.506194807,1.58767545,0.77391271,0.854175729,1.783447292,1.137178577,6.052432856,5.248928829,7.036748339,6.112703341,17.65000024,3.672080979,8.066852356,NA
"AT1G27140",1.101710248,3.474607807,1.694448941,2.755489946,0.95743124,3.224994163,2.344130573,2.945002837,0.844374445,1.035508296,1.61135117,0.604483494,3.327880474,1.282945614,2.890295427,0.966551963,5.639905476,2.064428844,1.06590195,1.253079743,1.060996063,0.679595929,0.645807569,0.79546652,1.384997356,0.819005241,1.817831574,1.34061139,0.633213723,1.14753638,1.387798469,NA
"AT1G27200",0.955288736,1.535074312,1.079143932,1.387188315,1.186619969,1.960705533,1.555185569,1.139950956,1.198597192,1.03419632,0.926569797,1.338421121,0.820571852,0.770640044,1.117397157,1.011292681,1.431487374,0.909411417,0.848220971,1.205750372,0.765912035,0.730871031,1.296872199,0.931218422,0.825158428,0.934556709,1.113124505,0.957613214,1.527209482,0.956318968,1.129533869,NA
"AT1G27210",1.727014065,1.609075252,1.424223969,1.489312007,1.818501778,1.725685286,1.647701536,1.657890819,1.662432436,1.227244425,0.981190707,1.626611979,1.059691716,0.949540709,1.453405356,1.330734754,1.538030201,1.491451114,1.015252184,0.970427111,0.829029584,0.555587638,0.712513434,0.699043552,0.798087735,0.661285897,0.93432055,0.797898061,1.029044836,0.782871634,0.899007456,NA
"AT1G67300",1.387872412,1.261038384,1.454102464,1.218969595,1.413524673,1.623106481,1.392447441,1.361552223,3.958182821,3.506317797,4.565638191,4.751883159,2.267169618,3.92662817,1.218990586,1.322859751,1.318917407,1.015194602,7.905478504,1.68065076,1.772110977,7.334261038,15.15371769,8.086696569,4.519122183,4.891268515,4.804439834,4.738276844,5.832215783,1.796476702,4.153191595,NA
"AT1G67230",2.203351729,2.592558548,1.382600593,2.100026439,2.003672007,2.234437957,2.200347482,2.176286803,3.27133501,2.506057521,2.888222803,3.719111792,2.824267869,2.115813292,1.905700365,1.264680458,2.822424247,1.629996391,1.615896683,1.874233329,2.11419117,4.830520572,4.432375747,3.792362496,3.00855924,3.417238985,1.695075275,2.706957833,2.507533115,2.306662861,2.857354247,NA
"AT1G67330",3.565005018,6.454242366,3.932430835,13.23122791,3.253565852,10.18572771,5.483965354,8.962117473,5.868381223,3.361352352,2.580981613,4.903465958,5.117027203,4.194706488,9.973739525,3.462118774,22.74524877,3.713851033,2.437943686,4.514787746,0.838656465,0.477083505,0.68165538,0.66579845,4.606896011,0.697507152,3.486837096,2.93041342,0.609472374,0.926974853,1.682048544,NA
"AT1G67310",1.621384771,2.16636727,1.876305574,1.825418398,2.197019703,3.764594549,3.321768127,1.937796884,3.678043194,2.640163489,2.493444729,3.964112027,1.065361188,2.728884185,1.056830332,1.058662282,1.054366767,1.057461946,2.011586778,1.014916798,0.867991235,1.131267102,1.12040406,1.039887466,1.206747619,1.065423795,1.602483738,1.291551718,3.820383298,1.704442827,2.840842327,NA
"AT1G67410",0.900777713,1.114472093,1.010722809,1.103041298,0.895443788,1.018515755,0.958283786,0.957003664,1.403522194,1.161846217,1.096988408,1.135262562,0.871051832,0.924569693,1.152990576,0.947921253,1.52157231,0.989478166,1.18944077,0.920577017,0.835697012,1.266767061,1.501458716,1.201307596,1.020749608,0.950516208,0.840962967,0.937409594,1.058840565,0.885392336,1.006304216,NA
"AT1G67350",15.69910722,12.80613975,17.28341707,15.29738042,16.02359287,16.20538843,14.83930661,12.17110326,17.84254924,15.57728929,15.26735333,19.54700727,12.79351074,9.143239163,12.01761874,11.09954356,18.19927535,6.754037317,14.81399234,10.77670174,9.25741613,17.99283892,20.68456867,15.97827457,15.97629801,18.96837284,20.72953051,18.55806712,13.36839262,5.260772418,10.84716607,NA
"AT1G61570",9.365756135,6.160910317,8.001014886,3.980270162,8.938406116,5.631352122,6.767597615,4.069104189,3.129087506,3.398411085,3.295884121,4.326430343,7.895059209,4.347523146,6.877542752,6.724964985,9.734458078,4.173205192,2.653903216,5.526544321,6.194948462,10.14792483,0.934116391,5.758996561,3.075278254,3.310912594,4.650886739,3.679025862,1.793408932,2.695809929,2.360350292,NA
"AT1G24510",15.56629925,7.767991963,12.79332223,5.6903357,11.62046276,6.136256762,8.329066183,6.014045245,8.315426219,6.749001924,5.834684266,7.54198717,21.92429426,10.70007824,9.710239123,9.789200149,13.40420449,5.937312734,9.401691303,8.944785905,6.471151988,29.16523871,4.145003016,13.26046457,7.899694563,8.858870292,9.979694761,8.912753205,7.327404729,7.431598243,7.618810336,NA
"AT1G24460",1.071109519,1.045191032,1.315939973,1.28871232,1.148480098,1.446600448,1.305160996,1.239826199,1.569498836,1.672022422,1.811726249,0.959149868,1.017285328,1.610530408,1.66997909,1.520858086,1.821606405,1.66747278,1.646971711,1.35216883,1.14216201,2.310269946,2.958402131,2.136944696,1.453943093,1.586236424,1.250845494,1.43034167,1.487728594,1.27223958,1.490187627,NA
"AT1G24610",1.812004679,1.061881613,1.584176141,1.059566984,1.699163082,1.095855998,1.188711914,1.169321846,1.670998126,1.491964077,1.644412804,1.660535569,2.538115472,1.731167962,1.43085627,1.509675282,1.676101553,1.106791976,1.446840338,1.242247114,1.337310193,3.435057277,1.617996098,2.130121189,1.710345438,1.861277715,1.953868825,1.841830659,1.47258128,1.10625249,1.280246903,NA
"AT1G24440",1.424160578,1.957107626,1.395949718,1.472479059,1.096715977,1.208846771,0.829222841,1.595002288,4.970785346,4.817516453,4.600655417,6.748136648,2.08505685,3.910693314,1.149468475,1.314121733,1.168007386,0.966276306,1.67889211,2.085595401,0.962750237,0.962340503,9.352052275,3.759047672,2.225320097,1.752222093,2.761124587,2.246222259,1.907750909,0.800404864,1.292147958,NA
"AT1G24360",16.79871017,11.6208337,13.1557825,7.802903944,17.14949848,10.94624355,12.13264888,6.943054128,13.0240928,10.39962837,10.04269876,12.08108923,25.02058184,12.14278151,11.16414945,12.74176162,15.48508205,5.265604692,8.436918166,6.574328301,5.572492815,23.12805479,5.805501471,11.50201636,8.296243333,7.69782125,9.275126242,8.423063608,5.873068087,8.511985753,7.565985038,NA
"AT1G24625",1.271311207,1.116182551,1.247509387,1.057358148,1.106785192,1.317216204,1.431720238,1.075002954,2.185563823,1.940067339,1.33827475,2.174726967,0.993951211,1.232998223,1.039587663,1.199347736,0.911910372,1.00750488,0.809872051,1.508695336,1.561073307,1.13935866,1.033907354,1.244779773,2.943613398,2.365245392,4.223872626,3.177577139,3.116762056,1.55176369,2.370042266,NA
"AT1G61590",1.175380391,5.691371972,0.788719068,0.894860917,0.669461649,1.456516524,2.39512777,2.755375789,1.023174949,11.12888017,7.969972463,1.129154351,1.618021838,2.773493203,0.578949149,0.610814501,0.485886482,0.640146464,0.548552933,3.125505497,0.711348744,0.513943463,0.5783093,0.601200502,1.03846431,0.948139673,0.91753987,0.968047951,0.923628842,0.701233359,0.722902249,NA
"AT1G61580",2.302581716,2.382543506,2.274940177,1.245035767,2.390877934,2.160121504,1.609233072,1.51845402,4.076883567,2.628337875,1.811159627,4.119965211,11.00189389,5.218137406,4.525715818,3.524481862,8.553961289,1.498704303,5.229293593,2.740884194,1.115699862,12.1525908,0.973446033,4.747245565,2.347063089,1.87224621,2.896535199,2.371948166,1.786596439,3.149075984,2.10947932,NA
"AT1G61620",3.134533767,1.468221767,2.591706261,1.673990542,2.268224738,1.881043919,1.549765276,1.74345177,2.45852112,2.322654093,2.288912338,2.475041598,2.689104481,3.562891276,1.975708788,1.832816872,2.612645351,1.481664141,2.703585741,1.790563428,1.598426164,5.279302036,3.491842323,3.456523508,3.460088361,3.397432196,3.013457066,3.290325874,3.239318154,1.393092875,2.148244463,NA
"AT1G04080",4.290553286,3.234891282,3.94933725,2.715624806,5.25083689,4.155005691,4.708971776,2.815217321,2.863844513,2.951163055,3.902228644,2.998288014,6.036827138,6.273389592,3.480073895,3.187124615,4.168764758,3.084332311,5.257695649,2.734610095,2.759257897,7.51544166,1.824063112,4.03292089,2.433757255,2.636000737,3.647704915,2.905820969,3.516322633,2.8586886,3.33432702,NA
"AT1G03860",7.912784047,4.842262365,6.905644596,3.364404216,7.725711585,4.932073805,5.668197041,3.760429194,3.866468366,3.922399739,4.761731331,4.516286595,5.873008709,4.991220919,6.770760038,6.052296366,10.00053126,4.259452483,3.824840175,4.698732183,3.18270126,6.546644076,1.258340895,3.662562077,2.840327444,2.069914027,4.420020821,3.110087431,2.877990983,5.285167948,4.103848555,NA
"AT1G03920",1.017352771,3.372836119,0.867820403,0.898847257,0.818107765,1.215263356,1.451016352,1.291957072,0.877953019,8.22083318,7.118003413,1.010678368,1.929256736,2.796626382,0.707561168,0.739176967,0.698522783,0.684983753,0.751989008,1.575511326,0.95630009,1.299632659,11.5781864,4.61137305,0.957932351,0.927184756,0.986751202,0.957289436,1.170943192,0.825260988,0.98587176,NA
"AT1G04000",1.46551553,1.717050727,1.597873979,1.24512366,1.221867064,1.433522104,1.449392517,1.398959521,1.732468529,1.586383314,1.199419507,2.166089299,0.919075511,1.271230045,1.191137671,1.079681241,1.214263442,1.27946833,1.696912101,1.389939955,0.940566627,1.121765004,2.292475184,1.451602272,2.225887045,1.480246909,2.229757355,1.978630437,4.234164846,1.346857154,2.410544717,NA
"AT1G03970",1.040430607,1.507791373,1.284670289,1.137179685,1.125120858,1.334655489,1.401094302,1.176779983,2.368974504,2.564995065,2.465448073,3.310034847,1.056868761,2.266261859,1.159006288,1.426516323,0.813255335,1.237247206,3.615936391,1.28982212,1.019328946,1.361485068,1.525055733,1.301956582,2.701665223,1.263607762,2.865278238,2.276850408,4.246953487,1.952551498,3.341312143,NA
"AT1G04070",1.850908543,1.48924811,1.524918399,1.096277826,1.687135476,1.20713827,1.522837699,1.144560794,0.981692962,1.095634702,1.105237053,1.422799205,1.442440948,0.918124728,1.282487696,1.250256964,1.561452771,1.035753352,1.07155236,1.262867149,1.702131428,2.331798908,0.745681538,1.593203958,1.017442457,1.492749953,1.366510996,1.292234469,1.610073256,0.957562983,1.313280373,NA
"AT1G04040",5.709895141,12.54061596,6.584546735,23.64778476,6.380679806,17.04333049,12.56167143,18.05991385,10.66489672,7.40367599,10.69077388,8.454154753,6.013585744,7.914057517,15.66154074,7.088670782,31.95893591,7.937015533,3.129838425,7.304943748,0.9239065,0.681112133,0.790977907,0.798665513,5.942274875,0.723973279,4.537260419,3.734502858,0.766549365,1.532318127,2.444687277,NA
